Gene ,A1,A2,A3,B1,B2,B3,C1,C2,C3
Galnt5,0,0,0,0,0,0,0,0,0
Galnt6,1917,2165,1890,360,316,329,305,372,319
Galnt7,3,15,21,0,1,8,10,2,4
Galnt9,0,0,0,0,0,0,0,0,0
Galntl5,0,0,0,0,0,0,0,0,0
Galntl6,0,0,0,0,0,0,0,0,0
Galp,0,0,0,0,1,0,0,2,0
Galr1,0,0,0,0,0,0,0,0,0
Galr2,0,0,0,6,3,0,0,0,1
Galr3,0,0,2,0,0,0,3,0,0
Galt,87,72,47,4,23,18,15,24,20
Gamt,59,60,56,67,36,43,100,57,73
Gan,202,137,148,68,42,69,52,71,48
Ganab,5861,6251,4734,2917,2895,3264,2819,2714,2520
Ganc,370,336,286,186,180,236,195,229,143
Gap43,0,0,0,0,0,0,0,0,0
Gapdh,81605,81057,66780,61474,59854,70524,84160,79475,73170
Gapdh-ps1,0,0,0,0,0,0,0,0,0
Gapdhs,18,19,9,2,3,11,13,2,11
Gapt,0,0,0,0,0,0,0,0,0
Gar1,512,570,500,252,192,194,132,101,107
Gareml,69,68,41,38,35,42,63,66,35
Gars,6432,6677,5999,1393,1215,1799,2079,1960,1359
Gart,2309,2400,1951,572,558,587,413,528,433
Gas2,8,9,1,0,0,0,0,1,0
Gas2l1,1694,1711,1244,589,555,591,615,595,488
Gas2l2,0,0,0,0,0,0,0,0,0
Gas5,3694,3518,2754,7295,6785,6577,5554,4023,4246
Gas6,2349,2428,1680,190,210,221,298,384,246
Gas7,113,104,59,26,21,36,11,21,4
Gas8,103,95,48,63,34,103,27,37,36
Gast,0,0,0,4,0,0,4,8,2
Gata1,0,0,0,0,0,0,0,0,0
Gata2,0,0,0,4,2,0,0,0,0
Gata3,29,30,18,25,26,16,125,98,107
Gata4,0,0,0,0,0,0,4,0,0
Gata5,0,0,0,0,0,0,0,0,0
Gata6,196,193,201,213,228,284,278,267,208
Gatad2a,4435,4610,3673,4976,4551,5630,3297,3051,2412
Gatad2b,431,419,340,730,647,869,725,599,544
Gatc,629,676,546,242,177,269,212,221,191
Gatm,17,16,11,5,1,11,13,18,4
Gatsl2,550,525,348,608,595,733,510,399,406
Gatsl3,686,737,546,217,173,200,224,240,228
Gba,1626,1560,1178,1346,1272,1901,2483,2292,1939
Gba2,423,440,336,1226,1232,1541,1173,970,958
Gba3,0,0,0,0,0,0,0,0,0
Gbas,231,256,216,95,75,84,112,143,112
Gbe1,1741,1764,1406,1378,1270,1846,1322,1158,1043
Gbf1,1929,1963,1622,785,801,1150,1456,1191,981
Gbgt1,0,0,0,0,0,0,0,0,0
Gbp2,16,21,18,50,55,59,10,19,8
Gbp4,34,41,42,4,12,12,17,12,5
Gbp5,2,4,1,0,2,0,0,0,0
Gbx1,0,0,0,0,0,0,0,0,0
Gbx2,2,10,6,0,2,0,0,1,0
Gc,0,0,0,0,0,0,0,0,0
Gca,241,188,149,149,110,191,184,209,146
Gcat,116,96,92,64,50,69,61,60,78
Gcc2,955,921,770,633,605,1053,639,554,398
Gcdh,622,644,437,255,294,353,323,273,236
Gcfc2,637,687,548,203,214,283,353,313,231
Gcg,0,0,0,0,0,0,0,0,0
Gcgr,15,0,1,9,10,17,11,17,6
Gch1,503,487,394,1150,1062,1117,703,762,608
Gchfr,30,31,26,24,27,12,35,24,27
Gck,0,0,0,0,0,0,0,0,0
Gckr,0,0,0,0,0,1,0,0,1
Gclc,1659,1691,1398,1393,1177,1744,412,496,332
Gclm,406,266,304,114,153,172,105,93,83
Gcm1,0,0,0,0,0,0,0,0,0
Gcm2,0,0,0,0,0,0,0,0,0
Gcn1l1,4137,4384,3448,2025,1941,2570,2024,1832,1612
Gcnt1,472,470,347,89,66,110,107,100,70
Gcnt2,136,100,94,94,63,88,69,50,43
Gcnt3,0,0,2,1,1,0,0,2,3
Gcs1,0,0,0,0,0,0,0,0,0
Gcsh,1314,1320,1045,397,439,584,411,319,295
Gda,156,159,131,5,18,15,5,20,5
Gdap1,0,0,0,0,0,0,0,0,0
Gdap1l1,2,0,0,2,1,4,1,0,2
Gdap2,578,447,413,437,372,715,505,490,344
Gde1,740,784,557,468,483,650,581,572,556
Gdf1,0,0,0,0,0,0,0,0,0
Gdf10,0,0,0,0,0,0,0,0,0
Gdf11,143,144,105,56,39,26,136,116,66
Gdf15,211,252,243,402,333,306,238,286,238
Gdf2,0,0,0,0,0,0,0,0,0
Gdf3,0,0,0,0,0,0,0,0,0
Gdf6,0,0,0,0,0,0,0,0,0
Gdf7,0,0,0,0,0,0,0,0,0
Gdf9,0,0,0,0,6,3,0,2,0
Gdi1,3057,2987,2449,2168,2215,2899,3425,3170,2759
Gdi2,8680,8068,6443,5728,5215,7850,5519,5479,3895
Gdnf,20,18,17,14,13,24,23,23,26
Gdpd1,197,170,137,150,153,198,145,98,88
Gdpd2,0,0,1,0,0,0,0,0,0
Gdpd3,36,16,7,33,37,23,83,45,44
Gem,0,0,2,5,0,0,0,0,0
Gemin2,194,210,188,81,61,100,28,18,16
Gemin4,785,794,641,77,98,79,134,131,73
Gemin5,1043,1125,915,216,165,307,254,237,231
Gemin6,264,371,266,71,76,142,60,30,46
Gemin7,192,249,215,108,103,191,173,179,143
Gemin8,297,382,290,99,120,139,102,142,90
Gen1,151,284,332,13,3,14,1,0,2
Get4,2023,2225,1893,1510,1317,1768,1318,1293,1217
Gfap,2,0,0,0,0,0,0,0,0
Gfer,1076,1049,824,356,298,313,376,424,372
Gfi1,1,0,0,2,3,0,0,1,4
Gfi1b,0,3,0,0,0,0,0,8,7
Gfm1,1453,1412,1143,820,748,1002,797,826,625
Gfm2,494,458,345,90,162,230,160,174,114
Gfod1,274,299,204,383,369,421,498,414,363
Gfod2,287,214,168,360,330,423,438,274,322
Gfpt1,954,860,824,1132,938,1445,987,920,610
Gfpt2,1,1,1,0,0,1,0,3,0
Gfra1,0,0,0,0,1,0,0,0,0
Gfra2,14,44,25,5,2,3,3,6,4
Gfra3,0,0,0,0,0,0,0,0,1
Gfra4,0,0,1,0,0,0,0,0,0
Gfral,0,0,0,0,0,0,0,0,0
Gga1,1659,1726,1349,1165,1236,1647,1326,1267,1015
Gga2,1897,2227,1602,352,359,409,482,472,352
Gga3,925,1016,664,1599,1427,1782,1816,1680,1393
Ggact,257,215,174,20,18,22,16,30,26
Ggct,919,1088,1062,1760,1342,1930,853,575,653
Ggcx,823,867,701,473,459,551,584,515,408
Ggh,1077,1305,1102,811,891,1153,1765,1528,1275
Ggn,29,18,21,53,45,34,37,29,21
Ggnbp1,14,6,5,14,4,4,5,10,3
Ggnbp2,2504,2333,2009,2427,2088,2887,1854,1788,1436
Ggps1,286,280,190,393,358,509,267,249,182
Ggt1,165,154,191,391,400,478,447,366,281
Ggt5,0,0,2,0,8,1,1,0,0
Ggt6,124,76,51,104,108,137,284,207,187
Ggt7,4,0,2,1,6,2,1,4,1
Ggta1,6353,6144,5096,6201,6124,7029,7116,6833,5193
Ggta1l1,0,0,0,0,0,0,0,0,0
Gh1,0,0,0,0,0,0,0,0,0
Ghdc,402,435,285,113,66,126,129,105,93
Ghitm,8042,7716,5444,10792,9639,12344,8382,7354,7472
Ghr,158,205,107,89,65,139,46,56,33
Ghrh,0,0,0,0,0,0,0,0,0
Ghrhr,0,0,0,0,0,0,0,0,0
Ghrl,6,17,10,26,20,50,11,10,8
Ghsr,0,0,0,0,0,0,0,0,0
Gid8,1171,1180,1001,772,753,1105,766,777,653
Gif,0,3,0,0,5,1,5,1,0
Gigyf1,585,665,585,516,608,661,533,475,543
Gimap1,0,0,0,0,0,0,0,0,0
Gimap4,0,0,0,0,0,0,0,0,0
Gimap5,0,0,0,0,0,0,0,0,0
Gimap6,2,0,0,0,0,0,0,0,0
Gimap7,0,0,0,0,0,0,0,0,0
Gimap8,0,0,0,0,0,0,0,0,0
Gimap9,0,0,0,0,0,0,0,0,0
Gimd1,0,0,0,0,0,0,0,0,0
Gin1,259,185,226,80,71,52,46,31,39
Gins1,197,325,395,17,15,31,5,11,8
Gins2,433,555,382,474,413,463,328,251,245
Gins3,106,176,145,58,88,130,30,20,20
Gins4,289,480,437,222,189,183,119,127,101
Giot1,87,71,58,48,51,57,15,41,22
Gip,129,150,131,160,105,106,130,145,150
Gipc1,3456,3540,2781,1436,1651,1827,2186,2092,1885
Gipc2,21,9,13,7,18,13,21,18,14
Gipc3,1,5,0,0,0,0,0,0,0
Gipr,24,13,20,19,8,23,1,1,0
Git1,5681,5645,4243,5192,4739,6240,5644,5248,4571
Git2,1188,1191,1026,1006,886,1078,801,747,526
Gja1,15751,16143,11419,3349,2871,3172,5067,4481,3646
Gja10,0,0,0,0,0,0,0,0,0
Gja3,0,0,0,2,0,0,0,0,0
Gja4,39,46,42,199,213,274,1491,982,1416
Gja5,0,0,1,0,0,0,0,0,1
Gja6,0,0,0,0,0,0,1,0,1
Gja8,0,0,0,0,0,0,0,0,0
Gjb1,0,0,0,0,0,0,0,0,0
Gjb2,659,807,679,464,434,695,232,112,166
Gjb3,443,359,361,264,316,377,536,364,448
Gjb4,39,47,44,70,41,49,78,82,75
Gjb5,159,149,123,135,110,168,309,237,218
Gjb6,0,0,0,0,0,0,0,0,0
Gjc1,12,21,13,13,14,18,4,23,7
Gjc2,3,1,0,11,0,5,2,2,7
Gjd2,0,0,0,0,0,0,0,0,0
Gjd4,0,0,0,0,0,0,0,0,0
Gje1,0,0,0,0,0,0,0,0,2
Gk,606,632,582,3481,3482,4216,2598,2959,1833
Gk2,0,0,0,0,0,0,0,0,0
Gkap1,283,288,280,175,160,196,224,227,176
Gkn1,0,0,0,0,0,0,0,0,0
Gkn2,0,0,0,0,0,0,0,0,0
Gla,1018,1048,736,1157,1087,1366,1643,1627,1316
Glb1,947,1118,1085,559,515,500,848,778,555
Glb1l,184,193,190,59,53,74,130,118,89
Glb1l2,931,1025,665,1294,1259,1771,3671,3146,2952
Glb1l3,2,6,0,2,1,2,0,0,6
Glcci1,167,179,121,160,164,190,239,180,176
Gldc,10,4,3,1,0,7,6,3,3
Gldn,0,1,0,0,0,0,0,0,0
Gle1,363,534,500,691,627,803,478,397,371
Glg1,3689,3880,3243,1551,1400,2005,1985,1836,1528
Gli1,14,19,2,1,2,8,0,0,1
Gli2,32,44,39,100,83,97,55,52,26
Gli3,67,122,102,2,3,7,29,35,14
Gli4,122,142,138,51,56,58,21,18,19
Glipr1,89,111,68,48,46,42,22,34,18
Glis2,242,213,172,627,663,744,636,563,475
Glmn,365,301,282,106,66,157,58,58,30
Glmp,2092,2403,1843,3397,3462,4044,4681,4311,3900
Glo1,4193,4596,3774,3331,3126,3881,3673,3276,3046
Glod4,2415,2449,2195,789,611,816,1131,1017,847
Glod5,0,0,0,0,0,0,0,0,0
Glp1r,0,0,0,0,0,0,0,0,0
Glp2r,0,0,0,0,0,0,0,0,0
Glra1,0,0,1,1,0,0,0,1,3
Glra2,0,0,0,0,0,0,0,0,0
Glra3,0,0,0,0,0,0,0,0,0
Glra4,0,0,0,0,0,0,0,0,0
Glrb,7,11,10,0,1,0,0,3,3
Glrx,14438,14760,11694,57121,53502,79292,91588,73900,71866
Glrx2,714,659,536,239,233,280,201,213,171
Glrx3,8523,8750,7590,2946,2941,3475,4029,4216,2738
Glrx5,980,1019,759,440,411,518,462,373,429
Gls,4306,4806,3622,2818,2541,3246,3266,3264,2181
Gls2,292,268,149,126,200,196,185,166,174
Glt6d1,0,0,0,0,0,0,0,0,0
Glt8d1,197,217,165,47,65,97,50,132,55
Gltp,2646,2747,2391,3017,2841,3239,3014,2166,2410
Gltpd2,12,22,18,48,77,25,83,31,158
Gltscr1,596,629,534,513,512,671,408,423,326
Gltscr1l,314,331,270,598,569,758,640,517,474
Gltscr2,3523,3312,2649,4310,4167,5159,4729,4098,4362
Glud1,4912,5012,4089,1748,1694,2153,3153,3155,2415
Glul,1995,1587,1500,1846,1749,2158,2239,1751,1852
Glyat,0,0,0,0,0,0,0,0,0
Glyatl1,0,1,0,0,0,0,0,0,0
Glyatl2,0,0,0,0,2,0,0,0,0
Glyatl3,0,0,0,0,0,0,0,0,0
Glycam1,0,0,0,0,0,0,0,0,0
Glyctk,170,158,103,13,9,5,6,18,9
Glyr1,1859,1817,1660,1625,1536,1854,1776,1457,1265
Gm2a,9180,8318,6154,6512,5900,7090,7232,5676,5940
Gmcl1,659,658,576,459,408,553,532,528,353
Gmds,416,451,338,114,144,149,131,191,126
Gmeb1,395,462,432,907,866,1104,701,646,600
Gmeb2,298,312,268,674,604,936,839,775,717
Gmfb,2349,2413,1915,1163,1163,1593,1517,1375,1129
Gmfg,345,407,272,347,277,283,318,287,286
Gmip,1181,1300,1034,1174,1140,1452,789,926,827
Gmnn,738,876,880,146,110,140,24,38,22
Gmppa,832,828,717,340,355,435,493,417,433
Gmppb,376,416,333,217,216,299,160,155,119
Gmpr,17,12,9,0,0,0,5,6,6
Gmpr2,374,417,354,249,180,204,274,223,156
Gmps,3398,3024,2561,1689,1635,2436,1286,1341,946
Gna11,702,673,619,283,309,399,336,378,291
Gna12,1905,2189,1551,1538,1454,1749,1539,1614,1348
Gna13,424,432,327,629,547,779,701,582,545
Gna14,2,0,0,0,0,3,0,0,0
Gna15,1502,1394,1220,454,465,455,424,394,340
Gnai1,218,224,155,61,63,141,219,257,205
Gnai2,9558,10450,8618,6162,5836,7633,7180,7561,6171
Gnai3,7446,7671,6370,11012,10287,13673,9396,8633,6561
Gnal,28,42,31,39,30,37,10,20,10
Gnao1,16,11,7,6,6,9,9,6,11
Gnaq,649,722,526,221,265,281,355,394,260
Gnas,13204,13685,11754,12427,11256,14427,15854,15422,12011
Gnat1,29,25,12,179,151,240,38,49,45
Gnat2,1,7,7,3,2,5,4,2,1
Gnat3,0,0,0,0,0,0,0,0,0
Gnaz,157,139,109,66,34,41,72,85,70
Gnb1,9316,9430,7034,7415,7436,8871,8000,6911,6405
Gnb2,7811,8174,6476,7630,7425,8309,10149,9145,9124
Gnb2l1,28387,27544,20944,31854,30175,39302,32056,29250,27970
Gnb3,3,6,3,0,0,0,4,1,3
Gnb4,565,754,665,207,175,213,361,365,245
Gnb5,205,177,143,68,40,54,66,48,51
Gne,256,278,218,356,379,517,362,304,291
Gng10,1444,1535,1200,411,360,468,350,374,289
Gng11,0,0,0,0,0,0,0,0,0
Gng12,1835,1924,1454,1257,1095,1579,1331,1498,1148
Gng13,2,0,2,0,1,0,0,0,1
Gng2,0,0,0,0,0,0,0,0,0
Gng3,8,9,15,12,22,12,19,14,13
Gng5,2031,2121,1628,2153,2057,2753,2076,1827,2167
Gng7,0,0,0,0,0,0,0,0,0
Gng8,10,19,14,8,9,6,5,7,6
Gngt1,0,0,0,0,0,0,0,0,0
Gngt2,1,0,0,1,3,4,0,1,0
Gnl1,2276,2126,1839,1032,929,1180,659,738,655
Gnl2,1925,1644,1474,1097,918,1342,694,692,575
Gnl3,2223,1997,1768,1419,1350,1697,1303,1254,832
Gnl3l,1517,1458,1124,390,404,446,384,352,271
Gnmt,0,0,0,0,0,0,1,0,0
Gnpat,734,932,724,248,262,271,284,312,235
Gnpda1,1415,1462,1388,946,960,1213,1090,985,820
Gnpda2,95,112,138,177,141,272,310,279,196
Gnpnat1,691,685,636,199,232,319,190,182,117
Gnptg,170,202,164,116,160,78,131,146,127
Gnrh1,26,44,14,15,18,26,54,39,25
Gnrhr,0,0,0,0,0,0,0,0,0
Gns,0,0,0,4,1,6,0,1,0
Golga1,620,719,612,474,377,661,374,367,246
Golga2,2955,3080,2524,2043,1818,2326,2283,2245,1710
Golga3,961,975,902,768,781,1026,757,775,578
Golga4,3201,3324,2771,4483,4374,4900,4695,4390,3933
Golga5,813,741,714,303,318,467,265,268,190
Golga7,2816,2702,2259,3439,3295,4686,4225,3771,3161
Golga7b,0,0,0,0,0,3,3,1,2
Golgb1,1561,1864,1278,932,777,1005,881,1203,751
Golim4,1821,1835,1489,207,201,213,373,274,228
Golph3,2241,2057,1819,4744,4571,6054,3910,3550,2511
Golph3l,188,212,174,134,129,234,108,74,84
Golt1a,0,0,0,0,0,0,0,0,0
Golt1b,644,813,681,575,554,817,428,450,305
Gon4l,1073,1126,877,588,571,695,411,514,340
Gopc,1123,1180,976,546,572,710,584,567,451
Gorab,304,311,275,215,228,275,120,164,105
Gorasp1,448,461,412,202,211,319,218,230,179
Gorasp2,2215,1791,1569,1532,1423,1983,1698,1564,1418
Gosr1,1360,1362,1148,430,447,543,344,326,254
Gosr2,1641,1776,1354,814,836,910,935,908,692
Got1,1156,1149,920,755,694,862,568,532,479
Got1l1,0,0,0,0,0,0,0,2,0
Got2,9745,10711,8591,3952,3835,4471,3631,3505,3169
Gp1ba,3,3,1,5,2,3,5,6,4
Gp1bb,0,0,0,0,0,0,0,0,0
Gp2,0,0,0,0,0,0,0,0,0
Gp5,0,0,0,0,0,0,3,0,0
Gp9,0,0,0,0,1,4,0,0,0
Gpa33,0,0,0,0,0,0,0,0,0
Gpaa1,1065,1099,982,433,341,379,350,327,297
Gpalpp1,750,697,668,506,391,478,350,339,244
Gpam,631,553,458,154,150,263,155,169,125
Gpank1,283,265,222,226,288,261,198,168,183
Gpat2,1,0,1,0,0,0,0,0,0
Gpatch1,400,377,302,204,150,207,234,189,167
Gpatch11,573,501,444,329,296,371,191,131,151
Gpatch2,323,228,259,262,262,268,316,204,219
Gpatch2l,382,344,276,311,254,342,151,149,138
Gpatch4,482,467,334,136,131,99,104,84,82
Gpbar1,0,0,0,5,3,6,6,1,2
Gpbp1,1915,1794,1615,4384,3907,6055,2696,2437,1791
Gpbp1l1,536,649,565,1011,1063,1124,620,496,462
Gpc1,289,338,284,154,220,166,199,136,137
Gpc2,4,1,1,14,7,11,10,21,5
Gpc3,0,0,0,0,0,0,0,0,0
Gpc4,467,562,409,166,156,161,238,247,155
Gpc5,16,15,0,16,25,25,40,32,15
Gpcpd1,149,123,143,66,47,97,96,98,66
Gpd1,19,42,25,22,26,26,9,11,15
Gpd1l,281,187,149,38,39,63,42,48,24
Gpd2,2595,2635,2066,1246,1143,1536,1462,1327,992
Gper1,0,0,0,0,0,0,0,0,0
Gpha2,3,0,4,0,0,1,3,4,2
Gphb5,0,0,0,0,0,0,0,0,0
Gphn,689,637,435,164,148,222,139,144,87
Gpi,10089,9494,7402,5451,5022,7042,5873,5679,4779
Gpihbp1,0,0,0,0,0,0,0,0,0
Gpkow,750,736,609,868,918,1127,807,614,634
Gpld1,37,41,26,12,6,14,19,10,12
Gpm6a,0,0,0,0,0,0,0,0,3
Gpm6b,26,29,8,3,0,2,12,20,7
Gpn1,665,594,504,196,236,324,210,186,138
Gpn2,411,403,314,415,382,377,259,306,239
Gpn3,514,462,427,327,232,366,243,218,156
Gpnmb,4069,3424,2185,6766,6850,7443,6505,6468,5209
Gpr1,0,0,0,0,0,3,0,0,0
Gpr101,0,0,0,0,0,0,0,0,0
Gpr107,1139,1108,966,987,1045,1219,1315,1121,1045
Gpr108,1552,1570,1254,1145,1020,1497,1130,931,909
Gpr119,0,0,0,0,0,0,0,0,0
Gpr12,0,0,0,0,0,0,0,0,0
Gpr132,0,0,0,0,0,0,0,0,0
Gpr135,0,0,0,0,0,0,0,0,0
Gpr137,61,50,31,9,15,22,28,35,25
Gpr137b,721,866,718,985,1025,1264,1080,1124,852
Gpr137c,0,0,0,0,0,0,0,0,0
Gpr139,0,0,0,0,0,0,0,0,0
Gpr141,0,0,0,0,0,0,0,0,0
Gpr143,2,2,0,0,0,0,0,4,0
Gpr146,0,0,6,7,12,12,9,8,2
Gpr149,0,0,0,0,0,0,0,1,0
Gpr15,0,0,0,0,0,0,0,0,0
Gpr150,0,0,0,0,0,0,0,0,0
Gpr151,0,0,4,2,0,0,4,7,4
Gpr153,0,9,4,289,260,369,841,622,760
Gpr155,37,34,28,3,2,1,0,2,2
Gpr156,3,0,0,12,2,1,0,1,0
Gpr157,154,155,94,368,366,608,570,405,408
Gpr158,0,0,0,0,0,0,0,0,1
Gpr160,142,160,101,47,31,63,54,56,35
Gpr162,2,0,0,5,4,3,0,0,3
Gpr165,0,1,0,0,0,0,0,0,0
Gpr17,1,0,1,0,0,0,1,0,0
Gpr171,0,0,0,1,0,0,1,0,0
Gpr173,0,0,0,0,0,0,0,0,0
Gpr174,0,1,0,0,0,0,0,1,0
Gpr176,0,0,2,0,0,0,3,4,0
Gpr18,0,0,1,1,1,1,0,1,0
Gpr180,299,358,294,49,42,75,49,48,46
Gpr182,10,44,18,16,16,25,22,10,11
Gpr183,0,0,0,0,0,0,0,0,0
Gpr19,126,146,177,24,16,15,3,5,11
Gpr20,0,0,0,0,0,0,0,0,0
Gpr21,0,1,0,6,2,0,2,8,1
Gpr22,0,0,2,0,0,6,0,0,0
Gpr26,0,0,0,0,0,0,0,0,0
Gpr27,278,282,203,76,68,90,69,72,82
Gpr3,5,3,10,0,3,0,1,0,0
Gpr31,0,0,0,0,0,0,0,0,0
Gpr33,0,0,0,0,0,0,0,0,0
Gpr34,0,0,0,0,0,0,0,0,0
Gpr35,0,0,0,0,0,0,0,0,0
Gpr37,2,0,0,0,0,0,0,0,0
Gpr37l1,4,2,0,14,3,11,55,65,34
Gpr39,6,12,3,51,50,76,92,61,71
Gpr4,0,0,0,0,0,0,0,0,0
Gpr45,0,0,0,0,0,0,0,2,0
Gpr50,0,0,0,0,1,0,1,0,0
Gpr52,3,6,10,0,1,4,4,3,3
Gpr6,0,0,0,0,0,0,0,0,0
Gpr61,0,0,0,0,0,0,0,0,0
Gpr63,48,49,23,21,8,37,21,18,5
Gpr65,0,0,0,0,0,0,0,0,0
Gpr68,1,15,11,11,3,10,3,10,8
Gpr75,2,1,1,0,0,0,0,0,0
Gpr81,0,0,0,0,0,0,0,0,0
Gpr83,0,0,0,3,0,0,1,4,0
Gpr84,0,0,0,0,0,0,0,4,0
Gpr85,13,8,5,9,12,17,22,29,12
Gpr87,587,552,397,166,179,223,238,215,196
Gpr88,1,0,0,0,0,0,0,1,0
Gpr89b,1071,1108,976,231,280,344,343,402,311
Gprasp1,225,257,192,77,75,53,108,91,80
Gprc5a,5483,5151,3692,21695,21055,27616,27540,25548,21836
Gprc5b,1027,1573,1594,58,100,72,322,406,225
Gprc5c,13,28,13,10,1,13,21,23,26
Gprc5d,0,0,0,7,5,5,4,0,3
Gprc6a,0,0,0,0,0,0,0,0,0
Gps1,2734,2613,2123,1152,969,1546,1423,1284,1114
Gps2,605,743,640,560,529,742,209,218,172
Gpsm1,818,712,478,4979,4469,6878,21571,15182,19751
Gpsm2,650,661,697,184,153,229,109,116,87
Gpsm3,0,6,1,0,0,0,0,0,0
Gpt,158,185,116,119,127,118,122,79,98
Gpt2,210,217,284,109,77,132,92,57,42
Gpx1,9285,8534,6205,6481,5883,7158,4956,4301,4522
Gpx2,3225,2977,2213,2961,2950,3546,1638,1757,1439
Gpx3,12,29,13,8,1,2,17,18,10
Gpx4,3765,3580,2758,2637,2318,3025,2588,2325,2368
Gpx5,0,0,0,0,0,0,0,0,0
Gpx6,0,0,0,0,0,0,0,0,0
Gpx7,0,0,0,0,0,0,0,0,1
Gpx8,1377,1563,1630,457,393,415,709,961,528
Gramd1a,451,433,306,480,570,664,557,545,458
Gramd1b,15,5,6,0,2,0,0,0,0
Gramd1c,49,46,38,44,47,56,23,14,19
Gramd3,636,768,671,1006,1099,1450,1528,1610,1300
Grap,1,0,0,0,0,1,1,3,0
Grap2,0,0,0,0,0,0,0,1,0
Grasp,43,22,27,34,19,20,16,25,11
Grb10,0,2,3,2,0,0,0,0,0
Grb14,365,355,237,188,136,147,256,281,176
Grb2,2076,2149,1537,2982,2875,3264,2681,2421,2072
Grb7,494,463,512,2311,2214,2935,1458,1020,1066
Grcc10,35,45,22,29,24,43,57,46,23
Grem1,0,1,0,0,0,0,0,0,0
Grem2,0,0,0,0,0,0,0,0,0
Grhl2,1364,1296,1109,633,655,786,816,677,639
Grhl3,284,306,269,8131,8343,8809,2672,2268,1806
Grhpr,147,99,91,19,12,56,38,41,39
Gria1,0,0,0,0,0,0,0,0,2
Gria2,0,0,0,0,0,1,0,0,1
Gria3,19,23,22,8,5,7,1,2,1
Gria4,0,0,0,0,0,0,0,0,0
Grid1,0,1,0,0,0,0,0,0,0
Grid2,0,1,0,2,1,17,6,6,9
Grid2ip,1,0,1,0,0,0,2,0,0
Grifin,0,0,0,0,0,0,0,0,0
Grik1,0,0,0,0,0,0,0,0,0
Grik2,0,0,0,0,0,0,0,0,0
Grik3,0,0,0,0,0,0,0,0,0
Grik4,0,0,0,0,0,0,0,0,0
Grik5,212,208,165,70,54,40,106,125,84
Grin1,4,0,0,1,0,0,0,0,1
Grin2a,0,0,0,0,0,0,0,0,0
Grin2b,0,0,0,0,0,0,0,0,0
Grin2c,0,0,0,0,0,0,0,0,0
Grin2d,1,11,14,20,4,6,6,4,13
Grin3a,0,0,1,0,0,0,0,0,0
Grin3b,185,77,42,160,150,271,35,31,38
Grina,3044,2827,2189,3265,3265,3449,5166,4552,4572
Grip1,124,149,128,9,4,15,40,69,31
Grip2,3,0,0,3,0,0,0,2,0
Gripap1,920,923,686,351,371,444,350,339,332
Grk1,0,0,0,0,0,0,0,0,0
Grk4,76,86,54,58,66,78,81,60,54
Grk5,778,803,591,225,222,368,422,426,315
Grk6,2464,2464,1903,815,733,954,1308,1335,1196
Grm1,0,3,0,5,10,14,15,28,5
Grm2,0,0,0,0,3,0,0,0,0
Grm3,0,0,0,0,0,0,0,0,0
Grm4,248,188,168,57,70,55,51,62,87
Grm5,0,0,0,0,0,0,0,0,0
Grm6,0,0,0,0,0,0,0,0,0
Grm7,0,0,0,0,0,0,0,0,1
Grm8,0,0,0,0,0,0,0,0,0
Grn,5054,5545,4432,10953,10893,13817,11647,11743,9824
Grp,0,0,0,0,0,0,0,0,0
Grpca,0,0,0,0,0,0,0,0,0
Grpcb,0,0,0,0,0,0,0,0,0
Grpel1,1679,1774,1382,851,751,851,848,763,820
Grpel2,567,559,570,773,728,888,637,536,536
Grpr,0,0,0,0,0,0,0,0,0
Grsf1,2154,1978,1716,1654,1451,2142,1330,1180,1002
Grtp1,110,68,45,120,77,119,64,46,50
Grwd1,799,841,727,607,610,666,360,437,353
Grxcr1,0,0,0,0,0,0,0,0,0
Grxcr2,0,0,0,0,0,0,0,0,0
Gsap,61,76,65,72,56,124,156,202,106
Gsc,0,0,0,0,0,0,0,0,2
Gsc2,0,0,0,0,0,0,0,0,0
Gsdma,16,5,9,107,112,186,580,364,420
Gsdmc,27,25,54,17,21,29,70,72,51
Gsdmd,144,203,180,102,83,104,156,167,128
Gsg1,0,0,0,1,5,2,10,0,1
Gsk3a,2109,2022,1645,2749,2734,3232,2927,2497,2401
Gsk3b,1392,1301,1024,2543,2297,3287,2611,2393,1752
Gskip,840,732,521,949,924,1209,606,635,480
Gsn,5574,6116,5249,2139,2184,2667,4027,4424,3927
Gspt1,215,136,119,67,40,103,75,75,39
Gspt2,175,180,132,189,182,309,75,92,76
Gsr,5384,4649,3984,1109,919,1450,704,721,520
Gss,3883,4211,3548,1301,1042,1519,1382,1417,1169
Gsta1,2,5,1,1,0,6,0,0,2
Gsta2,0,0,0,0,0,5,0,0,0
Gsta3,1,2,1,0,0,0,0,1,0
Gsta4,439,442,350,448,432,558,320,249,286
Gsta5,0,0,0,0,0,0,0,0,0
Gstcd,413,526,445,38,41,53,61,94,48
Gstk1,77,56,55,37,33,30,54,46,28
Gstm1,33,21,9,11,7,5,18,7,7
Gstm2,519,550,506,228,128,155,261,251,194
Gstm3,2,1,0,0,0,0,0,0,1
Gstm4,338,416,344,217,289,277,355,422,361
Gstm5,595,550,333,513,556,554,476,468,509
Gstm6,0,0,0,0,0,0,0,0,0
Gstm6l,0,0,0,0,0,0,0,0,0
Gstm7,7,5,13,12,11,2,4,19,16
